raw_affiliation,affiliation_name,wikidata
"UCRI, NICT,Advanced Reality Technology Laboratory",advanced reality technology laboratory,http://www.wikidata.org/entity/Q184674
"The University of Electro-Communications,JST PRESTO",the university of electro-communications,http://www.wikidata.org/entity/Q111735308
"General Electric Corp., Schenectady, NY, USA",general electric corp.,http://www.wikidata.org/entity/Q736
"Institute of Automation,National Laboratory of Pattern Recognition, Chinese Academy of Sciences",national laboratory of pattern recognition,http://www.wikidata.org/entity/Q223416
"Washington University in St Louis, USA",washington university in st louis,http://www.wikidata.org/entity/Q556
"Worcester Polytech. Inst., MA, USA",worcester polytechnology institute,http://www.wikidata.org/entity/Q556
"Dept. of Electron. Eng. & Inf. Sci., Univ. of Sci. & Technol. of China, Anhui, China",university of science & technology of china,http://www.wikidata.org/entity/Q1074103
"School of Electrical and Computer Engineering, Purdue University, West Lafayette, Indiana, USA",purdue university,http://www.wikidata.org/entity/Q217741
"NEC Laboratories Singapore, 80 Bendemeer Road #05-01/02, Hyflux Innovation Centre, Singapore",nec laboratories singapore,http://www.wikidata.org/entity/Q736
"NEC Information and Media Processing Labs, Shimonumabe 1753, Nakahara, Kawasaki, Kanagawa, Japan",nec information and media processing labs,http://www.wikidata.org/entity/Q36496
University of Lapland,university of lapland,http://www.wikidata.org/entity/Q1742604
Reima-Tutta,reima-tutta,
"Beijing Institute of Fashion Technology,Beijing,China",beijing institute of fashion technology,http://www.wikidata.org/entity/Q10902330
Shaanxi Key Laboratory of Integrated and Intelligent Navigation,shaanxi key laboratory of integrated and intelligent navigation,http://www.wikidata.org/entity/Q184674
Institut de Robotica i Informatica Industrial (CSIC-UPC),institut de robotica i informatica industrial (csic-upc),
"Facebook AI Research, Menlo Park, USA",facebook ai research,http://www.wikidata.org/entity/Q28943651
"Facebook, Menlo Park, USA",facebook,http://www.wikidata.org/entity/Q355
"Don State Technical University,Designing, technology and design,Rostov-on-Don,Russia",don state technical university,http://www.wikidata.org/entity/Q4166431
"Don State Technical University,Mathematics and applied informatics,Rostov-on-Don,Russia",don state technical university,http://www.wikidata.org/entity/Q4166431
"Don State Technical University,Student Department of Mathematics and applied informatics,Rostov-on-Don,Russia",don state technical university,http://www.wikidata.org/entity/Q4166431
"Nanjing University of Aeronautics and Astronautics,School of Computer Science and Technology,Nanjing,China",nanjing university of aeronautics and astronautics,http://www.wikidata.org/entity/Q23110
"Yangzhou University,School of Information Engineering,Yangzhou,China",yangzhou university,http://www.wikidata.org/entity/Q8048674
"Deakin University,School of Information Technology,Melbourne,Australia",deakin university,http://www.wikidata.org/entity/Q1180978
Wellington Institute of Technology,wellington institute of technology,http://www.wikidata.org/entity/Q7981425
Shenyang Aerospace University,shenyang aerospace university,http://www.wikidata.org/entity/Q7494336
"School of Cyber Security, University of Chinese Academy of Sciences,China",university of chinese academy of sciences,http://www.wikidata.org/entity/Q6544465
"SKLOIS, Institute of Information Engineering, CAS,China",institute of information engineering,http://www.wikidata.org/entity/Q18651359
"School of Computer Science, Inner Mongolia University",inner mongolia university,http://www.wikidata.org/entity/Q834458
University of Maryland College Park,university of maryland college park,http://www.wikidata.org/entity/Q112279134
"Ludwig-Maximilians-University, Germany",ludwig-maximilians-university,http://www.wikidata.org/entity/Q101378223
"Brain Science Institute RIKEN, Saitama, Japan",brain science institute riken,
"Tokyo University of Agriculture and Technology, Japan",tokyo university of agriculture and technology,http://www.wikidata.org/entity/Q1301275
"Saitama Institute of Technology, Japan",saitama institute of technology,http://www.wikidata.org/entity/Q7402535
"University of Cincinnati, OH, USA",university of cincinnati,http://www.wikidata.org/entity/Q153265
"University of British Columbia, Dept. of Electrical and Computer Engineering, Vancouver, Canada",university of british columbia,http://www.wikidata.org/entity/Q391028
"University of British Columbia, Pacific Parkinson's Research Centre, Vancouver, Canada",university of british columbia,http://www.wikidata.org/entity/Q391028
University of California at Santa Barbara,university of california at santa barbara,http://www.wikidata.org/entity/Q263064
"Xi’an University of Posts and Telecommunications,School of Computer Science and Technology,Xi’an,China",xi’an university of posts and telecommunications,http://www.wikidata.org/entity/Q15898098
"Shaanxi Provincial People’s Hospital,Hospital of Neurology,Xi’an,China",shaanxi provincial people’s hospital,http://www.wikidata.org/entity/Q30262723
"Key Laboratory of Medical Artificial Intelligence, Shandong Computer Science Center, National Supercomputer Center in Jinan, Qilu University of Technology, Shandong Academy of Sciences,China",qilu university of technology,http://www.wikidata.org/entity/Q11180290
"School of Computer Science and Technology, Beijing Institute of Technology,China",beijing institute of technology,http://www.wikidata.org/entity/Q23101
"Software Engineering College, Zhengzhou University of Light Industry,China",zhengzhou university of light industry,http://www.wikidata.org/entity/Q8070785
"School of Computer Science and Technology, Tianjin University,China",tianjin university,http://www.wikidata.org/entity/Q2031560
"Jiuquan Satellite Launch Center,China",jiuquan satellite launch center,http://www.wikidata.org/entity/Q692677
"Université de Lyon, CNRS, INSA-Lyon, LIRIS, UMR5205, F-69621, France",université de lyon,http://www.wikidata.org/entity/Q10176
Renmin Univ. of China,renmin university of china,http://www.wikidata.org/entity/Q1074117
Nanyang Technological Univ.,nanyang technological university,http://www.wikidata.org/entity/Q721064
SMU,smu,http://www.wikidata.org/entity/Q1536258
Temple Univ.,temple university,http://www.wikidata.org/entity/Q1420239
Univ. of Central Florida,university of central florida,http://www.wikidata.org/entity/Q143451
"National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences; School of Artificial Intelligence, University of Chinese Academy of Sciences",university of chinese academy of sciences,http://www.wikidata.org/entity/Q6544465
"Fac. of Design, Eng. & Production, Delft Univ. of Technol., Netherlands",delft university of technology,http://www.wikidata.org/entity/Q752663
"LIFIA, Grenoble, France",lifia,http://www.wikidata.org/entity/Q97587260
Dalian University ����Dalian University of Technology,dalian university ����dalian university of technology,http://www.wikidata.org/entity/Q556
NASA Langley Research Center,nasa langley research center,http://www.wikidata.org/entity/Q618731
"KeckCAVE, UC Davis",keckcave,http://www.wikidata.org/entity/Q736
"CIG, UC Davis",cig,http://www.wikidata.org/entity/Q413766
"KeckCAVE and CIG, UC Davis",keckcave and cig,http://www.wikidata.org/entity/Q8765
Act Utopia Lab/ Espronceda,act utopia lab/ espronceda,http://www.wikidata.org/entity/Q184674
University of Antwerp - Flanders Make vzw,university of antwerp - flanders make vzw,http://www.wikidata.org/entity/Q8765
Université Cote d’Azur - Sophia Antipolis,université cote d’azur - sophia antipolis,http://www.wikidata.org/entity/Q556
"IN3, Open University of Catalonia and Institut LIST, CEA, Université Paris-Saclay",open university of catalonia and institut list,http://www.wikidata.org/entity/Q8765
"Northwestern Polytechnical University, China; Empathic Computing Lab, University of South Australia",northwestern polytechnical university,http://www.wikidata.org/entity/Q832550
"Northwestern Polytechnical University,Cyber-Physical Interaction Lab,China",northwestern polytechnical university,http://www.wikidata.org/entity/Q832550
"School of Engineering Education, Purdue University,West Lafayette,IN,USA",purdue university,http://www.wikidata.org/entity/Q217741
"George W. Woodruff School of Mechanical Engineering, Georgia Institute of Technology,Atlanta,GA,USA",georgia institute of technology,http://www.wikidata.org/entity/Q864855
"Texas A&M University,Department of Multidisciplinary Engineering,College Station,TX,USA",texas a&m university,http://www.wikidata.org/entity/Q49212
"Texas A&M University,Department of Computer Science & Engineering,College Station,TX,USA",texas a&m university,http://www.wikidata.org/entity/Q49212
"University of Arizona,Department of Computer Science",university of arizona,http://www.wikidata.org/entity/Q503419
"University of Arizona,Program in Applied Mathematics",university of arizona,http://www.wikidata.org/entity/Q503419
"Institut für Informationsverarbeitung (TNT), Leibniz Universität Hannover, Germany",leibniz universität hannover,http://www.wikidata.org/entity/Q101375969
"University of Michigan, Ann Arbor, MI",university of michigan,http://www.wikidata.org/entity/Q230492
"The University of North Carolina at Charlotte, United States",the university of north carolina at charlotte,http://www.wikidata.org/entity/Q1273279
Center for Medical Diagnostic Systems and Visualization,center for medical diagnostic systems and visualization,http://www.wikidata.org/entity/Q184674
"Sch. of Comput. Sci. & Technol., Southwest Univ. of Sci. & Technol., Mianyang, China",southwest university of science & technology,http://www.wikidata.org/entity/Q556
"Ocean University of China,Frontiers Science Center for Deep Ocean Multispheres and Earth System",ocean university of china,http://www.wikidata.org/entity/Q1074015
"Ocean University of China,Underwater Vision Lab",ocean university of china,http://www.wikidata.org/entity/Q1074015
"Anhui University, Hefei, China",anhui university,http://www.wikidata.org/entity/Q545540
University Hospital Eppendorf,university hospital eppendorf,http://www.wikidata.org/entity/Q556
"Rutgers Univ., NJ, USA",rutgers university,http://www.wikidata.org/entity/Q499451
"Rutgers University, New Jersey",rutgers university,http://www.wikidata.org/entity/Q499451
"Ist. di Calcolo e Reti ad Alte Prestazioni, Naples, Italy",ist. di calcolo e reti ad alte prestazioni,
"Ist. di Cibern. E. Caianiello, Naples, Italy",ist. di cibern. e. caianiello,http://www.wikidata.org/entity/Q8765
Hewlett-Packard Company,hewlett-packard company,http://www.wikidata.org/entity/Q80978
Engineering Animation Inc.,engineering animation incorporated,http://www.wikidata.org/entity/Q36496
Sonar Research & Development Ltd,sonar research & development ltd,http://www.wikidata.org/entity/Q556
University of Hull,university of hull,http://www.wikidata.org/entity/Q1474019
Universite Claude Bernard-Lyon-France,universite claude bernard-lyon-france,http://www.wikidata.org/entity/Q8765
IRI,iri,http://www.wikidata.org/entity/Q986
Industrial Robotics Institute,industrial robotics institute,http://www.wikidata.org/entity/Q1661231
"Department of Computer Science, University of Minnesota",university of minnesota,http://www.wikidata.org/entity/Q238101
"Department of Architecture, University of Minnesota",university of minnesota,http://www.wikidata.org/entity/Q238101
UNC Wilmington,unc wilmington,http://www.wikidata.org/entity/Q2092214
"IBISC Laboratory, University of Evry, France",university of evry,http://www.wikidata.org/entity/Q1531014
Research Group Media Psychology & Media Design TU Ilmenau,research group media psychology & media design tu ilmenau,http://www.wikidata.org/entity/Q184674
"Research Group Media Psychology & Media Design, TU Ilmenau",research group media psychology & media design,http://www.wikidata.org/entity/Q184674
"Computing and Systems Graduate Program Salvador University (UNIFACS) Salvador, Bahia, Brazil",computing and systems graduate program salvador university (unifacs) salvador,http://www.wikidata.org/entity/Q8765
"School of Computing and Informatics Marckenzie Presbiterian University São Paulo, São Paulo, Brazil",school of computing and informatics marckenzie presbiterian university são paulo,http://www.wikidata.org/entity/Q1661231
"University of Würzburg,HTS Group",university of würzburg,http://www.wikidata.org/entity/Q161976
HCI Group University of Würzburg,hci group university of würzburg,http://www.wikidata.org/entity/Q556
HTS Group University of Würzburg,hts group university of würzburg,http://www.wikidata.org/entity/Q556
Computer Graphics Group TU Dortmund University,computer graphics group tu dortmund university,http://www.wikidata.org/entity/Q1661231
